reaction,species,species_type,compartment,mass,role,stoich
R_PEDS1819Z1845Z9Z12Z15Z,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,product,1
R_PLPSA21819Z1845Z9Z12Z15Z,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,substrate,1
R_PLPSD1819Z1845Z9Z12Z15Z,M_pe1819Z1845Z9Z12Z15Z_c,M_pe1819Z1845Z9Z12Z15Z,c,737.986081,substrate,1
R_PE1819Z1845Z9Z12Z15Zt,M_pe1819Z1845Z9Z12Z15Z_e,M_pe1819Z1845Z9Z12Z15Z,e,737.986081,product,1
R_1AGPEAT1829Z12Z1835Z9Z12Z,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,product,1
R_Biomass_Chlamy_auto,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,substrate,0.000196544
R_Biomass_Chlamy_hetero,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,substrate,0.000196544
R_Biomass_Chlamy_mixo,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,substrate,0.000196544
R_PE1829Z12Z1835Z9Z12Zt,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,substrate,1
R_PEDS1829Z12Z1835Z9Z12Z,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,product,1
R_PLPSA21829Z12Z1835Z9Z12Z,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,substrate,1
R_PLPSD1829Z12Z1835Z9Z12Z,M_pe1829Z12Z1835Z9Z12Z_c,M_pe1829Z12Z1835Z9Z12Z,c,737.986081,substrate,1
R_PE1829Z12Z1835Z9Z12Zt,M_pe1829Z12Z1835Z9Z12Z_e,M_pe1829Z12Z1835Z9Z12Z,e,737.986081,product,1
R_AGPOP,M_pep_c,M_pep,c,165.018141,substrate,1
R_ENO,M_pep_c,M_pep,c,165.018141,product,1
R_GTPOP,M_pep_c,M_pep,c,165.018141,substrate,1
R_PEPPIth,M_pep_c,M_pep,c,165.018141,substrate,1
R_PPC,M_pep_c,M_pep,c,165.018141,substrate,1
R_PPCK,M_pep_c,M_pep,c,165.018141,product,1
R_PYK,M_pep_c,M_pep,c,165.018141,substrate,1
R_ENOf,M_pep_f,M_pep,f,165.018141,product,1
R_PYKf,M_pep_f,M_pep,f,165.018141,substrate,1
R_DPHS,M_pep_h,M_pep,h,165.018141,substrate,1
R_PEPPIth,M_pep_h,M_pep,h,165.018141,product,1
R_PPDKh,M_pep_h,M_pep,h,165.018141,product,1
R_PSCIT,M_pep_h,M_pep,h,165.018141,substrate,1
R_AGPOPm,M_pep_m,M_pep,m,165.018141,substrate,1
R_DAPOP,M_pep_m,M_pep,m,165.018141,substrate,1
R_ENOm,M_pep_m,M_pep,m,165.018141,product,1
R_GTPOPm,M_pep_m,M_pep,m,165.018141,substrate,1
R_PPCKm,M_pep_m,M_pep,m,165.018141,product,1
R_PYKm,M_pep_m,M_pep,m,165.018141,substrate,1
R_PG18111Z160t,M_pg18111Z160_c,M_pg18111Z160,c,749.007141,substrate,1
R_PGPP18111Z160,M_pg18111Z160_c,M_pg18111Z160,c,749.007141,product,1
R_PG18111Z160t,M_pg18111Z160_e,M_pg18111Z160,e,749.007141,product,1
R_Biomass_Chlamy_auto,M_pg18111Z160_h,M_pg18111Z160,h,749.007141,substrate,0.000611114
R_Biomass_Chlamy_hetero,M_pg18111Z160_h,M_pg18111Z160,h,749.007141,substrate,0.000611114
R_Biomass_Chlamy_mixo,M_pg18111Z160_h,M_pg18111Z160,h,749.007141,substrate,0.000611114
R_PGD3TDS18111Z1613E,M_pg18111Z160_h,M_pg18111Z160,h,749.007141,substrate,1
R_PGPP18111Z160h,M_pg18111Z160_h,M_pg18111Z160,h,749.007141,product,1
R_Biomass_Chlamy_auto,M_pg18111Z1613E_h,M_pg18111Z1613E,h,746.991261,substrate,0.000449362
R_Biomass_Chlamy_hetero,M_pg18111Z1613E_h,M_pg18111Z1613E,h,746.991261,substrate,0.000449362
R_Biomass_Chlamy_mixo,M_pg18111Z1613E_h,M_pg18111Z1613E,h,746.991261,substrate,0.000449362
R_PGD3TDS18111Z1613E,M_pg18111Z1613E_h,M_pg18111Z1613E,h,746.991261,product,1
R_PG1819Z160t,M_pg1819Z160_c,M_pg1819Z160,c,749.007141,substrate,1
R_PGPP1819Z160,M_pg1819Z160_c,M_pg1819Z160,c,749.007141,product,1
R_PG1819Z160t,M_pg1819Z160_e,M_pg1819Z160,e,749.007141,product,1
R_Biomass_Chlamy_auto,M_pg1819Z160_h,M_pg1819Z160,h,749.007141,substrate,0.000611114
R_Biomass_Chlamy_hetero,M_pg1819Z160_h,M_pg1819Z160,h,749.007141,substrate,0.000611114
R_Biomass_Chlamy_mixo,M_pg1819Z160_h,M_pg1819Z160,h,749.007141,substrate,0.000611114
R_PGD3TDS1819Z1613E,M_pg1819Z160_h,M_pg1819Z160,h,749.007141,substrate,1
R_PGPP1819Z160h,M_pg1819Z160_h,M_pg1819Z160,h,749.007141,product,1
R_PGW6DS1829Z12Z160,M_pg1819Z160_h,M_pg1819Z160,h,749.007141,substrate,1
R_Biomass_Chlamy_auto,M_pg1819Z1613E_h,M_pg1819Z1613E,h,746.991261,substrate,0.000449362
R_Biomass_Chlamy_hetero,M_pg1819Z1613E_h,M_pg1819Z1613E,h,746.991261,substrate,0.000449362
R_Biomass_Chlamy_mixo,M_pg1819Z1613E_h,M_pg1819Z1613E,h,746.991261,substrate,0.000449362
R_PGD3TDS1819Z1613E,M_pg1819Z1613E_h,M_pg1819Z1613E,h,746.991261,product,1
R_Biomass_Chlamy_auto,M_pg1829Z12Z160_h,M_pg1829Z12Z160,h,746.991261,substrate,0.00073531
R_Biomass_Chlamy_hetero,M_pg1829Z12Z160_h,M_pg1829Z12Z160,h,746.991261,substrate,0.00073531
R_Biomass_Chlamy_mixo,M_pg1829Z12Z160_h,M_pg1829Z12Z160,h,746.991261,substrate,0.00073531
R_PGD3TDS1829Z12Z1613E,M_pg1829Z12Z160_h,M_pg1829Z12Z160,h,746.991261,substrate,1
R_PGW3DS1839Z12Z15Z160,M_pg1829Z12Z160_h,M_pg1829Z12Z160,h,746.991261,substrate,1
R_PGW6DS1829Z12Z160,M_pg1829Z12Z160_h,M_pg1829Z12Z160,h,746.991261,product,1
R_Biomass_Chlamy_auto,M_pg1829Z12Z1613E_h,M_pg1829Z12Z1613E,h,744.975381,substrate,0.00335883
R_Biomass_Chlamy_hetero,M_pg1829Z12Z1613E_h,M_pg1829Z12Z1613E,h,744.975381,substrate,0.00335883
R_Biomass_Chlamy_mixo,M_pg1829Z12Z1613E_h,M_pg1829Z12Z1613E,h,744.975381,substrate,0.00335883
R_PGD3TDS1829Z12Z1613E,M_pg1829Z12Z1613E_h,M_pg1829Z12Z1613E,h,744.975381,product,1
R_Biomass_Chlamy_auto,M_pg1839Z12Z15Z160_h,M_pg1839Z12Z15Z160,h,744.975381,substrate,0.000737304
R_Biomass_Chlamy_hetero,M_pg1839Z12Z15Z160_h,M_pg1839Z12Z15Z160,h,744.975381,substrate,0.000737304
R_Biomass_Chlamy_mixo,M_pg1839Z12Z15Z160_h,M_pg1839Z12Z15Z160,h,744.975381,substrate,0.000737304
R_PGD3TDS1839Z12Z15Z1613E,M_pg1839Z12Z15Z160_h,M_pg1839Z12Z15Z160,h,744.975381,substrate,1
R_PGW3DS1839Z12Z15Z160,M_pg1839Z12Z15Z160_h,M_pg1839Z12Z15Z160,h,744.975381,product,1
R_Biomass_Chlamy_auto,M_pg1839Z12Z15Z1613E_h,M_pg1839Z12Z15Z1613E,h,742.959501,substrate,0.001232181
R_Biomass_Chlamy_hetero,M_pg1839Z12Z15Z1613E_h,M_pg1839Z12Z15Z1613E,h,742.959501,substrate,0.001232181
R_Biomass_Chlamy_mixo,M_pg1839Z12Z15Z1613E_h,M_pg1839Z12Z15Z1613E,h,742.959501,substrate,0.001232181
R_PGD3TDS1839Z12Z15Z1613E,M_pg1839Z12Z15Z1613E_h,M_pg1839Z12Z15Z1613E,h,742.959501,product,1
R_PGP18111Z160t,M_pgp18111Z160_c,M_pgp18111Z160,c,828.987042,substrate,1
R_PGPP18111Z160,M_pgp18111Z160_c,M_pgp18111Z160,c,828.987042,substrate,1
R_PGPS18111Z160,M_pgp18111Z160_c,M_pgp18111Z160,c,828.987042,product,1
R_PGP18111Z160t,M_pgp18111Z160_e,M_pgp18111Z160,e,828.987042,product,1
R_PGPP18111Z160h,M_pgp18111Z160_h,M_pgp18111Z160,h,828.987042,substrate,1
R_PGPS18111Z160h,M_pgp18111Z160_h,M_pgp18111Z160,h,828.987042,product,1
R_PGP1819Z160t,M_pgp1819Z160_c,M_pgp1819Z160,c,828.987042,substrate,1
R_PGPP1819Z160,M_pgp1819Z160_c,M_pgp1819Z160,c,828.987042,substrate,1
R_PGPS1819Z160,M_pgp1819Z160_c,M_pgp1819Z160,c,828.987042,product,1
R_PGP1819Z160t,M_pgp1819Z160_e,M_pgp1819Z160,e,828.987042,product,1
R_PGPP1819Z160h,M_pgp1819Z160_h,M_pgp1819Z160,h,828.987042,substrate,1
R_PGPS1819Z160h,M_pgp1819Z160_h,M_pgp1819Z160,h,828.987042,product,1
R_PHEMEth,M_pheme_c,M_pheme,c,616.48244,product,1
R_PHEMEtm,M_pheme_c,M_pheme,c,616.48244,substrate,1
R_FCLT,M_pheme_h,M_pheme,h,616.48244,product,1
R_HEMELh,M_pheme_h,M_pheme,h,616.48244,substrate,1
R_HOXG,M_pheme_h,M_pheme,h,616.48244,substrate,1
R_PHEMEth,M_pheme_h,M_pheme,h,616.48244,substrate,1
R_HEMELm,M_pheme_m,M_pheme,m,616.48244,substrate,1
R_HEMEOSm,M_pheme_m,M_pheme,m,616.48244,substrate,1
R_PHEMEtm,M_pheme_m,M_pheme,m,616.48244,product,1
R_ARSO4SH,M_phen_c,M_phen,c,94.11124,product,1
R_PAPSPHENST,M_phen_c,M_phen,c,94.11124,substrate,1
R_Biomass_Chlamy_auto,M_phe_L_c,M_phe_L,c,165.18918,substrate,0.033915523
R_Biomass_Chlamy_hetero,M_phe_L_c,M_phe_L,c,165.18918,substrate,0.035354096
R_Biomass_Chlamy_mixo,M_phe_L_c,M_phe_L,c,165.18918,substrate,0.04003353
R_PHEth,M_phe_L_c,M_phe_L,c,165.18918,substrate,1
R_POAT,M_phe_L_c,M_phe_L,c,165.18918,product,1
R_PHEth,M_phe_L_h,M_phe_L,h,165.18918,product,1
R_POATh,M_phe_L_h,M_phe_L,h,165.18918,product,1
R_PHETL,M_phe_L_m,M_phe_L,m,165.18918,substrate,1
R_POATm,M_phe_L_m,M_phe_L,m,165.18918,product,1
R_PHOMSELCYSL,M_phom_c,M_phom,c,197.083221,substrate,1
R_CYSTS,M_phom_h,M_phom,h,197.083221,substrate,1
R_HSK,M_phom_h,M_phom,h,197.083221,product,1
R_PHOMSELCYSLh,M_phom_h,M_phom,h,197.083221,substrate,1
R_THRS,M_phom_h,M_phom,h,197.083221,substrate,1
R_DM_photon298_LPAREN_c_RPAREN_,M_photon298_c,M_photon298,c,0,substrate,1
R_PRISM_fluorescent_cool_215W,M_photon298_c,M_photon298,c,0,product,9.87E-05
R_PRISM_fluorescent_warm_18W,M_photon298_c,M_photon298,c,0,product,0.022608265
R_PRISM_growth_room,M_photon298_c,M_photon298,c,0,product,4.11E-05
R_PRISM_incandescent_60W,M_photon298_c,M_photon298,c,0,product,1.65E-05
R_PRISM_solar_exo,M_photon298_c,M_photon298,c,0,product,0.009126633
R_PRISM_solar_litho,M_photon298_c,M_photon298,c,0,product,4.27E-05
R_PRISM_white_LED,M_photon298_c,M_photon298,c,0,product,0.000222204
R_VITD3S,M_photon298_c,M_photon298,c,0,substrate,1
R_DM_photon437_LPAREN_u_RPAREN_,M_photon437_u,M_photon437,u,0,substrate,1
R_PRISM_fluorescent_cool_215W,M_photon437_u,M_photon437,u,0,product,0.09791555
R_PRISM_fluorescent_warm_18W,M_photon437_u,M_photon437,u,0,product,0.15295641
R_PRISM_growth_room,M_photon437_u,M_photon437,u,0,product,0.07541227
R_PRISM_high_pressure_sodium,M_photon437_u,M_photon437,u,0,product,0.015196534
R_PRISM_incandescent_60W,M_photon437_u,M_photon437,u,0,product,0.009993879
R_PRISM_metal_halide,M_photon437_u,M_photon437,u,0,product,0.120930467
R_PRISM_solar_exo,M_photon437_u,M_photon437,u,0,product,0.107054408
R_PRISM_solar_litho,M_photon437_u,M_photon437,u,0,product,0.088253057
R_PRISM_white_LED,M_photon437_u,M_photon437,u,0,product,0.007117673
R_PSIblue,M_photon437_u,M_photon437,u,0,substrate,2
R_DM_photon450_LPAREN_h_RPAREN_,M_photon450_h,M_photon450,h,0,substrate,1
R_DVPCHLD450OR,M_photon450_h,M_photon450,h,0,substrate,1
R_PCHLD450OR,M_photon450_h,M_photon450,h,0,substrate,1
R_PRISM_fluorescent_cool_215W,M_photon450_h,M_photon450,h,0,product,0.107796807
R_PRISM_fluorescent_warm_18W,M_photon450_h,M_photon450,h,0,product,0.152106147
R_PRISM_growth_room,M_photon450_h,M_photon450,h,0,product,0.08303318
R_PRISM_high_pressure_sodium,M_photon450_h,M_photon450,h,0,product,0.027719996
R_PRISM_incandescent_60W,M_photon450_h,M_photon450,h,0,product,0.016276171
R_PRISM_metal_halide,M_photon450_h,M_photon450,h,0,product,0.134003915
R_PRISM_solar_exo,M_photon450_h,M_photon450,h,0,product,0.133591526
R_PRISM_solar_litho,M_photon450_h,M_photon450,h,0,product,0.114958293
R_PRISM_white_LED,M_photon450_h,M_photon450,h,0,product,0.027352098
R_DM_photon490_LPAREN_s_RPAREN_,M_photon490_s,M_photon490,s,0,substrate,1
R_PRISM_fluorescent_cool_215W,M_photon490_s,M_photon490,s,0,product,0.111376984
R_PRISM_fluorescent_warm_18W,M_photon490_s,M_photon490,s,0,product,0.110377573
R_PRISM_growth_room,M_photon490_s,M_photon490,s,0,product,0.094128323
R_PRISM_high_pressure_sodium,M_photon490_s,M_photon490,s,0,product,0.058193838
R_PRISM_incandescent_60W,M_photon490_s,M_photon490,s,0,product,0.05369096
R_PRISM_metal_halide,M_photon490_s,M_photon490,s,0,product,0.190838448
R_PRISM_solar_exo,M_photon490_s,M_photon490,s,0,product,0.209676549
R_PRISM_solar_litho,M_photon490_s,M_photon490,s,0,product,0.195814807
R_PRISM_white_LED,M_photon490_s,M_photon490,s,0,product,0.151852715
R_RHODOPSINI,M_photon490_s,M_photon490,s,0,substrate,1.6
R_DM_photon646_LPAREN_h_RPAREN_,M_photon646_h,M_photon646,h,0,substrate,1
R_DVPCHLD646OR,M_photon646_h,M_photon646,h,0,substrate,1
R_PCHLD646OR,M_photon646_h,M_photon646,h,0,substrate,1
R_PRISM_design_growth,M_photon646_h,M_photon646,h,0,product,0.22079397
R_PRISM_fluorescent_cool_215W,M_photon646_h,M_photon646,h,0,product,0.194659376
R_PRISM_fluorescent_warm_18W,M_photon646_h,M_photon646,h,0,product,0.159331959
R_PRISM_growth_room,M_photon646_h,M_photon646,h,0,product,0.203329603
R_PRISM_high_pressure_sodium,M_photon646_h,M_photon646,h,0,product,0.242892772
R_PRISM_incandescent_60W,M_photon646_h,M_photon646,h,0,product,0.2299125
R_PRISM_metal_halide,M_photon646_h,M_photon646,h,0,product,0.119049343
R_PRISM_red_LED_674nm,M_photon646_h,M_photon646,h,0,product,0.265727748
R_PRISM_red_LED_array_653nm,M_photon646_h,M_photon646,h,0,product,0.87029115
R_PRISM_solar_exo,M_photon646_h,M_photon646,h,0,product,0.171752155
R_PRISM_solar_litho,M_photon646_h,M_photon646,h,0,product,0.185664296
R_PRISM_white_LED,M_photon646_h,M_photon646,h,0,product,0.256809233
R_DM_photon680_LPAREN_u_RPAREN_,M_photon680_u,M_photon680,u,0,substrate,1
R_PRISM_design_growth,M_photon680_u,M_photon680,u,0,product,0.733622391
R_PRISM_fluorescent_cool_215W,M_photon680_u,M_photon680,u,0,product,0.031357804
R_PRISM_fluorescent_warm_18W,M_photon680_u,M_photon680,u,0,product,0.037871996
R_PRISM_growth_room,M_photon680_u,M_photon680,u,0,product,0.064307748
R_PRISM_high_pressure_sodium,M_photon680_u,M_photon680,u,0,product,0.053696898
R_PRISM_incandescent_60W,M_photon680_u,M_photon680,u,0,product,0.152917318
R_PRISM_metal_halide,M_photon680_u,M_photon680,u,0,product,0.045211339
R_PRISM_red_LED_674nm,M_photon680_u,M_photon680,u,0,product,0.725321425
R_PRISM_red_LED_array_653nm,M_photon680_u,M_photon680,u,0,product,0.195494061
R_PRISM_solar_exo,M_photon680_u,M_photon680,u,0,product,0.084315508
R_PRISM_solar_litho,M_photon680_u,M_photon680,u,0,product,0.09440494
R_PRISM_white_LED,M_photon680_u,M_photon680,u,0,product,0.075315322
R_PSIred,M_photon680_u,M_photon680,u,0,substrate,2
R_EX_photonVis_LPAREN_e_RPAREN_,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_design_growth,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_fluorescent_cool_215W,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_fluorescent_warm_18W,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_growth_room,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_high_pressure_sodium,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_incandescent_60W,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_metal_halide,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_red_LED_674nm,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_red_LED_array_653nm,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_solar_exo,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_solar_litho,M_photonVis_e,M_photonVis,e,0,substrate,1
R_PRISM_white_LED,M_photonVis_e,M_photonVis,e,0,substrate,1
R_CHLDADMT,M_phphbda_h,M_phphbda,h,590.66842,product,1
R_PHPHBDDMC,M_phphbda_h,M_phphbda,h,590.66842,substrate,1
R_CHLADMT,M_phphtna_u,M_phphtna,u,870.19208,product,1
R_POAT,M_phpyr_c,M_phpyr,c,163.15008,substrate,1
R_PPDH,M_phpyr_c,M_phpyr,c,163.15008,product,1
R_POATh,M_phpyr_h,M_phpyr,h,163.15008,substrate,1
R_POATm,M_phpyr_m,M_phpyr,m,163.15008,substrate,1
R_PDS1,M_phytfl_h,M_phytfl,h,542.92028,product,1
R_PDS2,M_phytfl_h,M_phytfl,h,542.92028,substrate,1
R_CHLASE,M_phytol_h,M_phytol,h,296.531,product,1
R_PDS1,M_phyto_h,M_phyto,h,544.93616,substrate,1
R_PSY,M_phyto_h,M_phyto,h,544.93616,product,1
R_10FTHFGLULL,M_pi_c,M_pi,c,95.979301,product,1
R_3PG_LPAREN_pi_RPAREN_thr,M_pi_c,M_pi,c,95.979301,product,1
R_ACP,M_pi_c,M_pi,c,95.979301,product,1
R_ACRSP,M_pi_c,M_pi,c,95.979301,product,1
R_ADPA,M_pi_c,M_pi,c,95.979301,product,1
R_ADSS,M_pi_c,M_pi,c,95.979301,product,1
R_AGGPR,M_pi_c,M_pi,c,95.979301,product,1
R_AKP1,M_pi_c,M_pi,c,95.979301,product,3
R_AMP5N,M_pi_c,M_pi,c,95.979301,product,1
R_ARZS,M_pi_c,M_pi,c,95.979301,product,1
R_ASPCT,M_pi_c,M_pi,c,95.979301,product,1
R_ATPCS,M_pi_c,M_pi,c,95.979301,product,1
R_ATPM_LPAREN_NGAM_RPAREN_,M_pi_c,M_pi,c,95.979301,product,1
R_ATPPH,M_pi_c,M_pi,c,95.979301,product,1
R_BFBP,M_pi_c,M_pi,c,95.979301,product,1
R_Biomass_Chlamy_auto,M_pi_c,M_pi,c,95.979301,product,29.89
R_Biomass_Chlamy_hetero,M_pi_c,M_pi,c,95.979301,product,29.89
R_Biomass_Chlamy_mixo,M_pi_c,M_pi,c,95.979301,product,29.89
R_BPNT,M_pi_c,M_pi,c,95.979301,product,1
R_BPNT2,M_pi_c,M_pi,c,95.979301,product,1
R_CDPPH,M_pi_c,M_pi,c,95.979301,product,1
R_CMP,M_pi_c,M_pi,c,95.979301,product,1
R_CTPH,M_pi_c,M_pi,c,95.979301,product,1
R_DAMPH,M_pi_c,M_pi,c,95.979301,product,1
R_DBRC,M_pi_c,M_pi,c,95.979301,product,1
R_DCMP,M_pi_c,M_pi,c,95.979301,product,1
R_DHAP_LPAREN_pi_RPAREN_thr,M_pi_c,M_pi,c,95.979301,product,1
R_DHFS,M_pi_c,M_pi,c,95.979301,product,1
R_DMPH,M_pi_c,M_pi,c,95.979301,product,1
R_DNMPPA,M_pi_c,M_pi,c,95.979301,product,1
R_DOLDPP,M_pi_c,M_pi,c,95.979301,product,1
R_DTNH,M_pi_c,M_pi,c,95.979301,product,1
R_DTPH,M_pi_c,M_pi,c,95.979301,product,1
R_F6P_LPAREN_pi_RPAREN_thi,M_pi_c,M_pi,c,95.979301,substrate,1
R_FA160COAabcp,M_pi_c,M_pi,c,95.979301,product,1
R_FA40COAabcp,M_pi_c,M_pi,c,95.979301,product,1
R_FBPPH,M_pi_c,M_pi,c,95.979301,product,1
R_FE2GTPabc,M_pi_c,M_pi,c,95.979301,product,1
R_FE3abch,M_pi_c,M_pi,c,95.979301,product,1
R_FTHFL,M_pi_c,M_pi,c,95.979301,product,1
R_G1P_LPAREN_pi_RPAREN_th,M_pi_c,M_pi,c,95.979301,product,1
R_G3P_LPAREN_pi_RPAREN_thr,M_pi_c,M_pi,c,95.979301,product,1
R_G5DH,M_pi_c,M_pi,c,95.979301,product,1
R_G6PA_LPAREN_pi_RPAREN_th,M_pi_c,M_pi,c,95.979301,product,1
R_G6PB_LPAREN_pi_RPAREN_th,M_pi_c,M_pi,c,95.979301,product,1
R_GAL,M_pi_c,M_pi,c,95.979301,product,1
R_GAPDHi,M_pi_c,M_pi,c,95.979301,product,1
R_GDPA,M_pi_c,M_pi,c,95.979301,product,1
R_GDTP,M_pi_c,M_pi,c,95.979301,product,1
R_GMP5N,M_pi_c,M_pi,c,95.979301,product,1
R_GTPA,M_pi_c,M_pi,c,95.979301,product,1
R_HATPase,M_pi_c,M_pi,c,95.979301,product,1
R_HCGAL,M_pi_c,M_pi,c,95.979301,product,1
R_HP,M_pi_c,M_pi,c,95.979301,product,1
R_I5NT,M_pi_c,M_pi,c,95.979301,product,1
R_IBPH,M_pi_c,M_pi,c,95.979301,product,1
R_IDPA,M_pi_c,M_pi,c,95.979301,product,1
R_ITKPH,M_pi_c,M_pi,c,95.979301,product,1
R_ITPA,M_pi_c,M_pi,c,95.979301,substrate,1
R_ITPH,M_pi_c,M_pi,c,95.979301,product,1
R_M5TAP,M_pi_c,M_pi,c,95.979301,substrate,1
R_MAT,M_pi_c,M_pi,c,95.979301,product,1
R_MI1PP,M_pi_c,M_pi,c,95.979301,product,1
R_MI3PP,M_pi_c,M_pi,c,95.979301,product,1
R_MI4PP,M_pi_c,M_pi,c,95.979301,product,1
R_MIBP,M_pi_c,M_pi,c,95.979301,product,1
R_MIHKPP,M_pi_c,M_pi,c,95.979301,product,1
R_MITKP,M_pi_c,M_pi,c,95.979301,product,1
R_MITP,M_pi_c,M_pi,c,95.979301,product,1
R_N2PH,M_pi_c,M_pi,c,95.979301,substrate,1
R_NARP,M_pi_c,M_pi,c,95.979301,product,1
R_NRPH,M_pi_c,M_pi,c,95.979301,product,1
R_NTD1,M_pi_c,M_pi,c,95.979301,product,1
R_OCT,M_pi_c,M_pi,c,95.979301,product,1
R_PAIL18111Z160t,M_pi_c,M_pi,c,95.979301,product,1
R_PAIL1819Z160t,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA16018111Z,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA1601819Z,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA1801819Z,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA181,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA18111Z1819Z,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA1819Z18111Z,M_pi_c,M_pi,c,95.979301,product,1
R_PAPA1819Z1819Z,M_pi_c,M_pi,c,95.979301,product,1
R_PCr,M_pi_c,M_pi,c,95.979301,product,1
R_PDXPP,M_pi_c,M_pi,c,95.979301,product,1
R_PE1801819Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1801829Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1801835Z9Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1801845Z9Z12Z15Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE18111Z1819Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE18111Z1829Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE18111Z1835Z9Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE18111Z1845Z9Z12Z15Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1819Z1819Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1819Z1829Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1819Z1835Z9Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1819Z1845Z9Z12Z15Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PE1829Z12Z1835Z9Z12Zt,M_pi_c,M_pi,c,95.979301,product,1
R_PEPPIth,M_pi_c,M_pi,c,95.979301,product,1
R_PG18111Z160t,M_pi_c,M_pi,c,95.979301,product,1
R_PG1819Z160t,M_pi_c,M_pi,c,95.979301,product,1
R_PGP18111Z160t,M_pi_c,M_pi,c,95.979301,product,1
R_PGP1819Z160t,M_pi_c,M_pi,c,95.979301,product,1
R_PGPP18111Z160,M_pi_c,M_pi,c,95.979301,product,1
R_PGPP1819Z160,M_pi_c,M_pi,c,95.979301,product,1
R_PHOMSELCYSL,M_pi_c,M_pi,c,95.979301,product,1
R_PIcm,M_pi_c,M_pi,c,95.979301,substrate,1
R_PINA1th,M_pi_c,M_pi,c,95.979301,product,1
R_PINA1tm,M_pi_c,M_pi,c,95.979301,substrate,1
R_PIt,M_pi_c,M_pi,c,95.979301,product,1
R_PItf,M_pi_c,M_pi,c,95.979301,substrate,1
R_PItm,M_pi_c,M_pi,c,95.979301,substrate,1
R_PItn,M_pi_c,M_pi,c,95.979301,substrate,1
R_PItx,M_pi_c,M_pi,c,95.979301,substrate,1
R_PPC,M_pi_c,M_pi,c,95.979301,product,1
R_PPRGL,M_pi_c,M_pi,c,95.979301,product,1
R_PRAIS,M_pi_c,M_pi,c,95.979301,product,1
R_PRFGCL,M_pi_c,M_pi,c,95.979301,product,1
R_PRFGS,M_pi_c,M_pi,c,95.979301,product,1
R_PYAMPP,M_pi_c,M_pi,c,95.979301,product,1
R_PYDXPP,M_pi_c,M_pi,c,95.979301,product,1
R_PYDXS,M_pi_c,M_pi,c,95.979301,product,1
R_R5PPH,M_pi_c,M_pi,c,95.979301,product,1
R_SBPP1,M_pi_c,M_pi,c,95.979301,product,1
R_SBPP3,M_pi_c,M_pi,c,95.979301,product,1
R_SPP,M_pi_c,M_pi,c,95.979301,product,1
R_THFGLUS,M_pi_c,M_pi,c,95.979301,product,1
R_THP,M_pi_c,M_pi,c,95.979301,product,1
R_TPH,M_pi_c,M_pi,c,95.979301,product,1
